dv_doi,paper_doi
10.7910/DVN/3DNZ83,10.1080/03050629.2011.546239
10.7910/DVN/CKTLVF,10.1080/03050629.2011.546259
10.7910/DVN/XOTVNU,10.1080/03050629.2012.658326
10.7910/DVN/25831,10.1080/03050629.2014.880700
10.7910/DVN/25579,10.1080/03050629.2013.863193
10.7910/DVN/APDIE6,10.1080/03050629.2016.1140652
10.7910/DVN/Q4RHOP,10.1080/03050629.2012.640253
10.7910/DVN/29293,10.1080/03050629.2014.921784
10.7910/DVN/29538,10.1080/03050629.2015.984809
10.7910/DVN/LIYMSO,10.1080/03050629.2015.1046599
10.7910/DVN/W7YMZC,10.1080/03050629.2011.596028
10.7910/DVN/LOZBTA,10.1080/03050629.2016.1093477
10.7910/DVN/25773,10.1080/03050629.2014.880699
10.7910/DVN/SREUHV,10.1080/03050629.2016.1156542
10.7910/DVN/WDXEXO,10.1080/03050629.2016.1171764
10.7910/DVN/LNUSBB,10.1080/03050629.2016.1184661
10.7910/DVN/XN7EFD,10.1080/03050629.2016.1185714
10.7910/DVN/LPTRZY,10.1080/03050629.2016.1185420
10.7910/DVN/SR5KBE,10.1080/03050629.2016.1191482
10.7910/DVN/YLTERL,10.1080/03050629.2016.1203788
10.7910/DVN/4MTMXW,10.1080/03050629.2016.1206391
10.7910/DVN/TV9OP6,10.1080/03050629.2013.768481
10.7910/DVN/HEOFUS,10.1080/03050629.2016.1222712
10.7910/DVN/0I3LBI,10.1080/03050629.2017.1257492
10.7910/DVN/WQVVDV,10.1080/03050629.2013.768512
10.7910/DVN/RYLICX,10.1080/03050629.2016.1171763
10.7910/DVN/SWFLVP,10.1080/03050629.2011.594756
10.7910/DVN/JEECTO,10.1080/03050629.2017.1339701
10.7910/DVN/LFZ33L,10.1080/03050629.2017.1373352
10.7910/DVN/0HST44,10.1080/03050629.2019.1551007
10.7910/DVN/PT1Q5I,10.1080/03050629.2016.1149067
10.7910/DVN/7JKLBO,10.1080/03050629.2018.1408012
10.7910/DVN/G8CQM3,10.1080/03050629.2017.1414810
10.7910/DVN/TSRO60,10.1080/03050629.2017.1311258
10.7910/DVN/GBNGDF,10.1080/03050629.2018.1466288
10.7910/DVN/PAHRCK,10.1080/03050629.2019.1593834
10.7910/DVN/VATWRC,10.1080/03050629.2019.1685989
10.7910/DVN/YDCL7Z,10.1080/03050629.2016.1185712
10.7910/DVN/VB6GAD,10.1080/03050629.2019.1522307
10.7910/DVN/YKTVMS,10.1080/03050629.2018.1448807
10.7910/DVN/OP5PHF,10.1080/03050629.2012.640209
10.7910/DVN/YUMXFF,10.1080/03050629.2017.1344125
10.7910/DVN/MHE2PO,10.1080/03050629.2016.1138107
10.7910/DVN/KQWP8T,10.1080/03050629.2012.726182
10.7910/DVN/64PBG7,10.1080/03050629.2019.1604520
10.7910/DVN/LT9TPB,10.1080/03050629.2015.982115
10.7910/DVN/QMLLSF,10.1080/03050629.2016.1185713
10.7910/DVN/B4XDZP,10.1080/03050629.2017.1227805
10.7910/DVN/Z4GACS,10.1080/03050629.2018.1436316
10.7910/DVN/E1UVAW,10.1080/03050629.2019.1522309
10.7910/DVN/FNSYRB,10.1080/03050629.2012.640207
10.7910/DVN/MP202F,10.1080/03050629.2017.1257490
10.7910/DVN/ZCSCRI,10.1080/03050629.2017.1369410
10.7910/DVN/UVTZZV,10.1080/03050629.2019.1554571
10.7910/DVN/29535,10.1080/03050629.2015.1024242
10.7910/DVN/0KHVQZ,10.1080/03050629.2012.657575
10.7910/DVN/HHWFBA,10.1080/03050629.2019.1554569
10.7910/DVN/OFOYCZ,10.1080/03050629.2016.1121451
10.7910/DVN/RGRCCJ,10.1080/03050629.2015.987345
10.7910/DVN/25776,10.1080/03050629.2014.880697
10.7910/DVN/2YFNRD,10.1080/03050629.2019.1593161
10.7910/DVN/XJGODZ,10.1080/03050629.2019.1614923
10.7910/DVN/OZTK8P,10.1080/03050629.2019.1614573
10.7910/DVN/SYSQDB,10.1080/03050629.2019.1622543
10.7910/DVN/VGSSNX,10.1080/03050629.2019.1620743
10.7910/DVN/EAL0CY,10.1080/03050629.2019.1632304
10.7910/DVN/VXPEHT,10.1080/03050629.2019.1632305
10.7910/DVN/8FUNGB,10.1080/03050629.2019.1638374
10.7910/DVN/B2EGF3,10.1080/03050629.2019.1638375
10.7910/DVN/XF7UBI,10.1080/03050629.2019.1642885
10.7910/DVN/X9V201,10.1080/03050629.2019.1650744
10.7910/DVN/215S5X,10.1080/03050629.2019.1647837
10.7910/DVN/YY7XBX,10.1080/03050629.2019.1657114
10.7910/DVN/QAI2H5,10.1080/03050629.2019.1647836
10.7910/DVN/FZYSKO,10.1080/03050629.2020.1708741
10.7910/DVN/FBV2D6,10.1080/03050629.2020.1708350
10.7910/DVN/OJNZEY,10.1080/03050629.2017.1316268
10.7910/DVN/29289,10.1080/03050629.2014.945582
10.7910/DVN/29540,10.1080/03050629.2015.1018414
10.7910/DVN/YTTDWH,10.1080/03050629.2019.1674298
10.7910/DVN/85ZEPY,10.1080/03050629.2019.1551006
10.7910/DVN/SYGNND,10.1080/03050629.2013.805325
10.7910/DVN/5WUKVH,10.1080/03050629.2015.1065698
10.7910/DVN/S9GCJV,10.1080/03050629.2020.1694018
10.7910/DVN/VPK7BX,10.1080/03050629.2018.1406932
10.7910/DVN/LPLJCL,10.1080/03050629.2016.1220162
10.7910/DVN/DFESXS,10.1080/03050629.2012.697049
10.7910/DVN/RK0HIF,10.1080/03050629.2017.1235271
10.7910/DVN/5XFV0V,10.1080/03050629.2019.1529668
10.7910/DVN/AFOOWP,10.1080/03050629.2017.1228039
10.7910/DVN/DGSDPY,10.1080/03050629.2013.805132
10.7910/DVN/29287,10.1080/03050629.2015.954697
10.7910/DVN/EPBIDE,10.1080/03050629.2016.1128430
10.7910/DVN/29340,10.1080/03050629.2014.915543
10.7910/DVN/JN1VBB,10.1080/03050629.2012.697404
10.7910/DVN/29086,10.1080/03050629.2014.918039
10.7910/DVN/29534,10.1080/03050629.2015.984065
10.7910/DVN/XQOMEF,10.1080/03050629.2015.1016159
10.7910/DVN/29333,10.1080/03050629.2014.899225
10.7910/DVN/YFBBBO,10.1080/03050629.2020.1725500
10.7910/DVN/APEUO9,10.1080/03050629.2012.640211
10.7910/DVN/AWPDFW,10.1080/03050629.2018.1458724
10.7910/DVN/AYPDQR,10.1080/03050629.2012.696996
10.7910/DVN/XTGS1G,10.1080/03050629.2020.1814768
10.7910/DVN/C7YSXF,10.1080/03050629.2021.1848824
10.7910/DVN/C7QCUN,10.1080/03050629.2020.1824997
10.7910/DVN/ETAKWM,10.1080/03050629.2021.1848823
10.7910/DVN/TGM7IN,10.1080/03050629.2021.1835890
10.7910/DVN/ZQWQJL,10.1080/03050629.2020.1835892
10.7910/DVN/5B0JQQ,10.1080/03050629.2015.1006727
10.7910/DVN/SSCBY5,10.1080/03050629.2017.1289938
10.7910/DVN/BELVAD,10.1080/03050629.2016.1164460
10.7910/DVN/29530,10.1080/03050629.2014.948156
10.7910/DVN/XPRQWH,10.1080/03050629.2017.1237818
10.7910/DVN/TEUYAS,10.1080/03050629.2019.1647838
10.7910/DVN/LFD6QA,10.1080/03050629.2020.1688804
10.7910/DVN/CXMSA0,10.1080/03050629.2019.1569002
10.7910/DVN/29292,10.1080/03050629.2014.906411
10.7910/DVN/29145,10.1080/03050629.2015.1046598
10.7910/DVN/UCO1ZT,10.1080/03050629.2018.1407319
10.7910/DVN/8XUKIH,10.1080/03050629.2020.1688319
10.7910/DVN/23094,10.1080/03050629.2013.834261
10.7910/DVN/29341,10.1080/03050629.2014.932783
10.7910/DVN/UESX19,10.1080/03050629.2019.1642201
10.7910/DVN/YT42X1,10.1080/03050629.2012.697428
10.7910/DVN/EMTSV8,10.1080/03050629.2016.1223656
10.7910/DVN/TWFHVL,10.1080/03050629.2019.1556158
10.7910/DVN/6OJYRZ,10.1080/03050629.2013.805130
10.7910/DVN/MEPAHF,10.1080/03050629.2016.1188093
10.7910/DVN/5WNUK2,10.1080/03050629.2018.1466289
10.7910/DVN/T8UFYI,10.1080/03050629.2016.1080697
10.7910/DVN/TFRJOU,10.1080/03050629.2016.1173547
10.7910/DVN/IEFDSE,10.1080/03050629.2018.1493478
10.7910/DVN/K97TFY,10.1080/03050629.2017.1296834
10.7910/DVN/29267,10.1080/03050629.2014.932785
10.7910/DVN/LNMEXL,10.1080/03050629.2018.1492386
10.7910/DVN/25574,10.1080/03050629.2013.863194
10.7910/DVN/GMBFFE,10.1080/03050629.2011.622645
10.7910/DVN/C8FMWZ,10.1080/03050629.2018.1500367
10.7910/DVN/UIHGSJ,10.1080/03050629.2013.751296
10.7910/DVN/LAU3HB,10.1080/03050629.2016.1200572
10.7910/DVN/KJVJUW,10.1080/03050629.2016.1138108
10.7910/DVN/INCJ3I,10.1080/03050629.2020.1742119
10.7910/DVN/IICWEY,10.1080/03050629.2020.1765774
10.7910/DVN/UYPVOK,10.1080/03050629.2020.1753725
10.7910/DVN/HNTJCL,10.1080/03050629.2020.1797715
10.7910/DVN/VQBTBR,10.1080/03050629.2020.1758082
10.7910/DVN/ERRDQN,10.1080/03050629.2020.1758693
10.7910/DVN/SOLLOB,10.1080/03050629.2020.1814764
10.7910/DVN/13NX2E,10.1080/03050629.2020.1814762
10.7910/DVN/EXCY2V,10.1080/03050629.2020.1743990
10.7910/DVN/BKN5EJ,10.1080/03050629.2020.1751624
10.7910/DVN/EAFNSZ,10.1080/03050629.2020.1814766
10.7910/DVN/O84K5J,10.1080/03050629.2020.1777114
10.7910/DVN/ZXAFDL,10.1080/03050629.2020.1814760
10.7910/DVN/U1ARF5,10.1080/03050629.2020.1719406
10.7910/DVN/RQKGJR,10.1080/03050629.2020.1739033
10.7910/DVN/YMBSXE,10.1080/03050629.2020.1798946
10.7910/DVN/XRJE8U,10.1080/03050629.2020.1814767
10.7910/DVN/GHTF59,10.1080/03050629.2020.1772254
10.7910/DVN/I2ISWE,10.1080/03050629.2020.1788549
10.7910/DVN/CTTLMJ,10.1080/03050629.2020.1792898
10.7910/DVN/YWQSUW,10.1080/03050629.2020.1814759
10.7910/DVN/EVHYLK,10.1080/03050629.2020.1814763
10.7910/DVN/QWAYED,10.1080/03050629.2021.1848827
10.7910/DVN/LTHOMF,10.1080/03050629.2020.1814765
10.7910/DVN/W5MVSB,10.1080/03050629.2020.1814769
10.7910/DVN/0VLPUK,10.1080/03050629.2020.1792897
10.7910/DVN/CFGH8T,10.1080/03050629.2020.1788550
10.7910/DVN/GAJXCB,10.1080/03050629.2020.1791108
10.7910/DVN/BWB5RW,10.1080/03050629.2020.1781108
10.7910/DVN/29529,10.1080/03050629.2015.982114
10.7910/DVN/C7OPJH,10.1080/03050629.2010.524524
10.7910/DVN/QXCD4U,10.1080/03050629.2015.1056343
10.7910/DVN/DDBKCD,10.1080/03050629.2019.1582531
10.7910/DVN/SYZZEY,10.1080/03050629.2015.1016157
10.7910/DVN/W2JM0L,10.1080/03050629.2017.1414812
10.7910/DVN/QVI6MS,10.1080/03050629.2016.1185011
10.7910/DVN/HMPWIH,10.1080/03050629.2016.1223929
10.7910/DVN/85BB3C,10.1080/03050629.2017.1256110
10.7910/DVN/29291,10.1080/03050629.2014.932784
10.7910/DVN/NGXNSK,10.1080/03050629.2017.1311259
10.7910/DVN/LNIGQY,10.1080/03050621003784846
10.7910/DVN/25573,10.1080/03050629.2013.863195
10.7910/DVN/D3D2UE,10.1080/03050629.2019.1614572
10.7910/DVN/D9VAFL,10.1080/03050629.2012.697005
10.7910/DVN/29336,10.1080/03050629.2014.917373
10.7910/DVN/XDHL76,10.1080/03050629.2011.622627
10.7910/DVN/0Y8WNA,10.1080/03050629.2016.1145119
10.7910/DVN/CIQZOX,10.1080/03050629.2020.1814758
10.7910/DVN/EKA8HC,10.1080/03050629.2011.622653
10.7910/DVN/TISGBQ,10.1080/03050629.2015.1048856
10.7910/DVN/29339,10.1080/03050629.2014.917297
10.7910/DVN/CLTYZP,10.1080/03050629.2018.1434169
10.7910/DVN/FIJCKJ,10.1080/03050629.2011.596008
10.7910/DVN/23095,10.1080/03050629.2013.834258
10.7910/DVN/XUJ1OB,10.1080/03050629.2020.1848825
10.7910/DVN/I4FF1N,10.1080/03050629.2021.1865946
10.7910/DVN/126RIL,10.1080/03050629.2020.1865947
10.7910/DVN/MZMHWE,10.1080/03050629.2020.1824995
10.7910/DVN/VQV40H,10.1080/03050629.2021.1860034
10.7910/DVN/21IADN,10.1080/03050629.2021.1898955
10.7910/DVN/JR9HG4,10.1080/03050629.2021.1898953
10.7910/DVN/APJPKV,10.1080/03050629.2021.1898957
10.7910/DVN/NSWGCR,10.1080/03050629.2015.1036989
10.7910/DVN/DNWDSR,10.1080/03050629.2016.1221679
10.7910/DVN/WDPAZV,10.1080/03050629.2018.1388234
10.7910/DVN/J9OAUX,10.1080/03050629.2016.1242584
10.7910/DVN/HWGWG7,10.1080/03050629.2012.676496
10.7910/DVN/ZJB8W4,10.1080/03050629.2012.726180
10.7910/DVN/23091,10.1080/03050629.2013.834256
10.7910/DVN/25769,10.1080/03050629.2014.880702
10.7910/DVN/23096,10.1080/03050629.2013.834259
10.7910/DVN/9H4H4S,10.1080/03050620903554614
10.7910/DVN/ZPWJJH,10.1080/03050629.2017.1273915
10.7910/DVN/8N79E6,10.1080/03050629.2018.1500911
10.7910/DVN/S5MTXO,10.1080/03050629.2013.751298
10.7910/DVN/KMUYUK,10.1080/03050629.2018.1389728
10.7910/DVN/JGATX6,10.1080/03050629.2012.697427
10.7910/DVN/AHJXZ9,10.1080/03050629.2010.502436
10.7910/DVN/IRKZUZ,10.1080/03050629.2016.1115402
10.7910/DVN/8PXVU3,10.1080/03050629.2019.1683008
10.7910/DVN/OIAIES,10.1080/03050629.2020.1835891
10.7910/DVN/Z6ZUZO,10.1080/03050629.2021.1910822
10.7910/DVN/NLDRGH,10.1080/03050629.2021.1922899
10.7910/DVN/9BUIZY,10.1080/03050629.2021.1898959
10.7910/DVN/TGJ0R0,10.1080/03050629.2021.1898958
10.7910/DVN/T0XQFM,10.1080/03050629.2021.1898960
10.7910/DVN/EY1PBD,10.1080/03050629.2021.1909581
10.7910/DVN/R9MMAT,10.1080/03050629.2015.1048857
10.7910/DVN/ERJSIE,10.1080/03050629.2016.1128431
10.7910/DVN/IEAASS,10.1080/03050621003784911
10.7910/DVN/I2BUGZ,10.1080/03050629.2016.1188813
10.7910/DVN/CWZJLG,10.1080/03050629.2013.768470
10.7910/DVN/QIFE4H,10.1080/03050629.2019.1582530
10.7910/DVN/29539,10.1080/03050629.2015.1016158
10.7910/DVN/G1HIKX,10.1080/03050629.2013.768478
10.7910/DVN/OYORNJ,10.1080/03050629.2019.1554573
10.7910/DVN/TRBONG,10.1080/03050629.2013.805133
10.7910/DVN/WFBJC9,10.1080/03050629.2019.1649259
10.7910/DVN/UQKOHY,10.1080/03050629.2012.659139
10.7910/DVN/WBAK4E,10.1080/03050629.2016.1112189
10.7910/DVN/XUVHCH,10.1080/03050629.2020.1737800
10.7910/DVN/W9OUV3,10.1080/03050629.2016.1130313
10.7910/DVN/CRQLIU,10.1080/03050629.2013.805128
10.7910/DVN/EUW3XV,10.1080/03050629.2013.805131
10.7910/DVN/VSLUQX,10.1080/03050629.2017.1231113
10.7910/DVN/QPVRNG,10.1177/1940161219864295
10.7910/DVN/26166,10.1093/ijpor/edq045
10.7910/DVN/LAMWDB,10.1093/ijpor/edz030
10.7910/DVN/LOAKMY,10.1093/ijpor/edz005
10.7910/DVN/L6K6TC,10.1017/s0020818313000519
10.7910/DVN/CXSIBF,10.1017/s0020818313000520
10.7910/DVN/24071,10.1017/s0020818314000435
10.7910/DVN/4AUIIN,10.1017/s0020818314000368
10.7910/DVN/L6K6TC,10.1017/s0020818313000258
10.7910/DVN/48OJWN,10.1017/s0020818311000026
10.7910/DVN/FZ9CHA,10.1017/s0020818312000392
10.7910/DVN/27446,10.1017/s0020818314000356
10.7910/DVN/23623,10.1017/s002081831400037x
10.7910/DVN/RBZDQ4,10.1017/s0020818313000386
10.7910/DVN/CXSIBF,10.1017/s0020818313000398
10.7910/DVN/FN7XIV,10.1017/s0020818316000473
10.7910/DVN/CIDM96,10.1017/s0020818317000443
10.7910/DVN/20OGWU,10.1017/s0020818312000288
10.7910/DVN/JX0ESJ,10.1017/s0020818318000036
10.7910/DVN/QY1OWG,10.1017/s0020818319000262
10.7910/DVN/DAPJMB,10.1017/s0020818312000409
10.7910/DVN/KQSNX4,10.1017/s0020818310000044
10.7910/DVN/ER56LS,10.1017/s002081831400006x
10.7910/DVN/KNSMOC,10.1017/s0020818312000343
10.7910/DVN/24276,10.1017/s0020818314000393
10.7910/DVN/GTG5DG,10.1017/s0020818310000317
10.7910/DVN/S0020818314000137,10.1017/s0020818314000137
10.7910/DVN/HQ7ZCL,10.1017/s0020818314000149
10.7910/DVN/23970,10.1017/s0020818314000381
10.7910/DVN/UXKXEP,10.1017/s002081831900033x
10.7910/DVN/29355,10.1017/s0020818314000046
10.7910/DVN/WXQFA4,10.1017/s0020818316000205
10.7910/DVN/NDVCQ2,10.1017/s0020818310000196
10.7910/DVN/AL8CGK,10.1017/s0020818312000161
10.7910/DVN/26609,10.1017/s0020818315000107
10.7910/DVN/5XKNPS,10.1017/s0020818318000218
10.7910/DVN/VEZQVS,10.1017/s0020818316000242
10.7910/DVN/N9GVVE,10.1080/13533312.2019.1618189
10.7910/DVN/O5Y2OI,10.1080/13533312.2020.1761255
10.7910/DVN/NGHM1Y,10.1080/13533312.2020.1768074
10.7910/DVN/WKNWAK,10.1080/13533312.2020.1812392
10.7910/DVN/VSS3KO,10.1177/0192512116661249
10.7910/DVN/F8ITEB,10.1177/0192512115620196
10.7910/DVN/KRBQHT,10.1177/0192512110364736
10.7910/DVN/ER4KD1,10.1177/0192512119859206
10.7910/DVN/VRQFEP,10.1177/0192512119836283
10.7910/DVN/B8CWWD,10.1093/irap/lcw020
10.7910/DVN/29717,10.1093/irap/lct003
10.7910/DVN/27626,10.1093/irap/lcy007
,10.1177/0047117812454805
10.7910/DVN/MR7YZK,10.1111/1475-6765.12402
10.7910/DVN/HUEPQJ,10.1111/1475-6765.12379
10.7910/DVN/29167,10.1111/1475-6765.12091
10.7910/DVN/28760,10.1162/isec_a_00187
10.7910/DVN/KE7VN6,10.1162/isec_a_00275
10.7910/DVN/24647,10.1162/isec_a_00003
10.7910/DVN/W3B61P,10.1111/j.1528-3585.2011.00436.x
10.7910/DVN/YUSU8X,10.1093/isp/ekz005
10.7910/DVN/HEGV1N,10.1093/isq/sqy036
10.7910/DVN/QIYFTT,10.1093/isq/sqy057
10.7910/DVN/YVSYQ5,10.1093/isq/sqz007
,10.1093/isq/sqx057
,10.1093/isq/sqx058
,10.1093/isq/sqx059
,10.1093/isq/sqx072
10.7910/DVN/27626,10.1111/isqu.12131
10.7910/DVN/28208,10.1111/isqu.12215
10.7910/DVN/XHAMVM,10.1093/isq/sqy024
10.7910/DVN/KKQAS4,10.1093/isq/sqy047
10.7910/DVN/ART3M9,10.1093/isq/sqv020
10.7910/DVN/K1BSG1,10.1093/isq/sqy023
10.7910/DVN/4M32UR,10.1093/isq/sqy051
10.7910/DVN/GC9JV2,10.1093/isq/sqy017
10.7910/DVN/HI2PMF,10.1093/isq/sqy046
10.7910/DVN/28801,10.1111/isqu.12206
10.7910/DVN/2WDGQH,10.1111/isqu.12210
10.7910/DVN/HYAKKD,10.1093/isq/sqz039
10.7910/DVN/B3LOEF,10.1111/j.1468-2478.2011.00684.x
10.7910/DVN/TR8FMA,10.1093/isq/sqz062
10.7910/DVN/24178,10.1111/isqu.12059
10.7910/DVN/GF9YZT,10.1093/isq/sqaa085
10.7910/DVN/GXVELX,10.1111/isqu.12161
10.7910/DVN/QM6TBU,10.1093/isq/sqy059
10.7910/DVN/L8N4TR,10.1093/isq/sqy058
10.7910/DVN/OTL76Y,10.1111/isqu.12048
10.7910/DVN/VCFMBI,10.1093/isq/sqz092
10.7910/DVN/ZQPWUJ,10.1093/isq/sqz003
10.7910/DVN/AKCJO9,10.1093/isq/sqaa047
10.7910/DVN/QF0HVV,10.1093/isq/sqy025
10.7910/DVN/LG3DWV,10.1093/isq/sqz024
10.7910/DVN/Q5YDKL,10.1093/isq/sqz033
10.7910/DVN/RT8CHM,10.1093/isq/sqy055
10.7910/DVN/9OP7YH,10.1093/isq/sqy065
10.7910/DVN/28673,10.1111/isqu.12175
10.7910/DVN/MYBQTZ,10.1111/isqu.12165
10.7910/DVN/4K7SQC,10.1093/isq/sqy001
10.7910/DVN/PQSW5S,10.1093/isq/sqz059
10.7910/DVN/MNEYJ6,10.1093/isr/vix005
10.7910/DVN/QWDNSG,10.1111/jcms.12901
,10.1162/jcws_e_00464
10.7910/DVN/HJXFLK,10.1177/0022002719890669
10.7910/DVN/SBQNH5,10.1177/0022002720916854
10.7910/DVN/ZKKOK7,10.1177/0022002718824394
10.7910/DVN/I6DUQY,10.1177/0022002718785969
10.7910/DVN/1ZPOPB,10.1177/0022002717728104
10.7910/DVN/5MUUMN,10.1177/0022002718770508
10.7910/DVN/4OY1MP,10.1177/0022002717753919
10.7910/DVN/29466,10.1177/0022002715595701
10.7910/DVN/EZTBX4,10.1177/0022002719833160
10.7910/DVN/VOAZWN,10.1177/0022002715603098
10.7910/DVN/LPIYTK,10.1177/0022002720950429
10.7910/DVN/JEWV64,10.1177/0022002720967434
10.7910/DVN/0BFI9L,10.1177/0022002720957078
10.7910/DVN/ZNLT81,10.1177/0022002719867473
10.7910/DVN/VRIO76,10.1177/0022002719873044
10.7910/DVN/WW0YXO,10.1177/0022002714550202
10.7910/DVN/XWWTIT,10.1177/0022002718783236
10.7910/DVN/IXRGMP,10.1177/0022002718789735
10.7910/DVN/RFG1MV,10.1177/0022002711431416
10.7910/DVN/JNTXOK,10.1177/0022002710393918
10.7910/DVN/EZT25F,10.1177/0022002715600755
10.7910/DVN/GLOJ0G,10.1177/0022002710371669
10.7910/DVN/CLBKZJ,10.1177/0022002720903356
10.7910/DVN/CXBVYY,10.1177/0022002713487318
10.7910/DVN/ZGEPWY,10.1177/0022002713487314
10.7910/DVN/25074,10.1177/0022002714535431
10.7910/DVN/24316,10.1177/0022002713499715
10.7910/DVN/FC6OE3,10.1177/0022002712453709
10.7910/DVN/HFXHRK,10.1177/0022002712446124
10.7910/DVN/R51LHH,10.1177/0022002710371671
10.7910/DVN/28603,10.1177/0022002715576747
10.7910/DVN/BDYQC2,10.1177/0022002718785670
10.7910/DVN/22752,10.1177/0022002714530431
10.7910/DVN/P2OP7M,10.1177/0022002717707239
10.7910/DVN/JJJXLV,10.1177/0022002714553110
10.7910/DVN/FPWZ3W,10.1177/0022002712468717
,10.1177/0022002719857796
10.7910/DVN/VTGQ9Q,10.1080/14782804.2020.1773775
10.7910/DVN/BSTPR0,10.1080/07036337.2016.1178736
10.7910/DVN/WYG5RV,10.1080/07036337.2019.1688317
10.5683/SP2/9JHYPJ,10.1080/07036337.2019.1658755
10.7910/DVN/YTWNA2,10.1080/13501763.2019.1620841
10.7910/DVN/FCUOUQ,10.1080/13501763.2017.1363273
10.7910/DVN/KNXKIY,10.1080/13501763.2019.1653954
10.7910/DVN/O4SHWQ,10.1080/13501763.2020.1729226
10.7910/DVN/X92POA,10.1080/13501763.2019.1600573
10.7910/DVN/QEOPQI,10.1080/13501763.2019.1706623
10.7910/DVN/IHGZIL,10.1080/14754835.2017.1372734
10.7910/DVN/TAHUYK,10.1080/14754835.2019.1671175
10.7910/DVN/L7GLQT,10.1080/14754835.2020.1746179
10.7910/DVN/ERSZUR,10.1080/19331681.2020.1814929
10.7910/DVN/ADRRNX,10.1080/19331681.2019.1572566
10.7910/DVN/HPGNEA,10.1080/19331681.2014.947056
10.7910/DVN/P6SZ2G,10.1080/19331681.2021.1879705
,10.1177/0022343312442761
10.7910/DVN/SNL6YK,10.1177/0022343311419238
10.7910/DVN/ZTLUF1,10.1177/0022343317749271
10.7910/DVN/TE2SQ9,10.1177/0022343316687018
,10.1177/0022343317697623
10.7910/DVN/T1EC0M,10.1177/0022343316630038
10.7910/DVN/DGOQWH,10.1177/0022343318800524
10.7910/DVN/ATXZEO,10.1177/0022343316676885
10.7910/DVN/N48UQJ,10.1177/0022343310381854
10.7910/DVN/C7W8WQ,10.1177/0022343320959122
10.7910/DVN/0NCC3Z,10.1177/0022343314554245
10.7910/DVN/E5FIZ5,10.1177/0022343314537860
10.7910/DVN/28519,10.1177/0022343315571675
10.7910/DVN/FPWP9U,10.1177/0022343313498615
10.7910/DVN/ZGHQHO,10.1177/0022343313482339
10.7910/DVN/9X2CKP,10.1177/0022343315593332
10.7910/DVN/EX7LIV,10.1177/0022343317711240
10.7910/DVN/26465,10.1177/0022343310386269
10.7910/DVN/GTTGRP,10.1177/0022343316657405
10.7910/DVN/AAHS2I,10.1177/0022343309356491
10.7910/DVN/OWJJSH,10.1177/0022343319886000
10.7910/DVN/FFRC8Q,10.1177/0022343309353108
10.7910/DVN/LL1M00,10.1177/0022343320966375
10.7910/DVN/RF2GP8,10.1086/705599
10.7910/DVN/OAPCH9,10.1086/705816
10.7910/DVN/9WNYEU,10.1086/705922
10.7910/DVN/YCQCWJ,10.1086/705926
10.7910/DVN/VWPPVQ,10.1086/706051
10.7910/DVN/KJ6X76,10.1086/704598
10.7910/DVN/U07SDB,10.1086/706107
10.7910/DVN/MZHZYQ,10.1086/704787
10.7910/DVN/2UFPMP,10.1086/699334
10.7910/DVN/SPBEYB,10.1017/s0022381613001102
10.7910/DVN/26605,10.1017/s0022381614000450
10.7910/DVN/9RTI0V,10.1086/685380
10.7910/DVN/EP7DXB,10.1086/684631
10.7910/DVN/CA8GZZ,10.1086/700200
10.7910/DVN/OOLFGP,10.1086/700106
10.7910/DVN/L4IOHC,10.1086/703382
10.7910/DVN/ECBF7Y,10.1086/704221
10.7910/DVN/P1PEGO,10.1086/704438
10.7910/DVN/AKMM0S,10.1086/686973
10.7910/DVN/QDPQUD,10.1086/688356
10.7910/DVN/RCINPF,10.1086/688225
10.7910/DVN/FDLG0X,10.1086/688700
10.7910/DVN/FIKXKD,10.1086/690817
10.7910/DVN/SEXLPX,10.1086/694653
10.7910/DVN/ULTUUC,10.1086/694256
10.7910/DVN/MLH2FY,10.1086/696622
10.7910/DVN/WJXCT8,10.1086/696862
10.7910/DVN/XL73P4,10.1086/697949
10.7910/DVN/25734,10.1017/s0022381614000607
10.7910/DVN/29446,10.1086/681589
10.7910/DVN/29286,10.1086/681437
10.7910/DVN/29108,10.1086/681057
10.7910/DVN/VDH088,10.1086/683026
10.7910/DVN/VNTVO6,10.1086/683257
10.7910/DVN/WBBAE3,10.1086/683987
10.7910/DVN/K8SC39,10.1086/688077
10.7910/DVN/6NDYHC,10.1086/698662
10.7910/DVN/4G2DBT,10.1086/697592
10.7910/DVN/28930,10.1086/681238
10.7910/DVN/8JW4Q7,10.1086/703132
10.7910/DVN/E852VT,10.1086/704599
10.7910/DVN/D73LV3,10.1086/700201
10.7910/DVN/KXIN0A,10.1086/706598
10.7910/DVN/8GABL3,10.1086/707061
10.7910/DVN/ZK7QPH,10.1086/707397
10.7910/DVN/OOLBO9,10.1086/707492
10.7910/DVN/UMSSKG,10.1086/707794
10.7910/DVN/DWOBT4,10.1086/707491
10.7910/DVN/RQZWE6,10.1086/707525
10.7910/DVN/I32PHE,10.1086/707524
10.7910/DVN/DMWWS5,10.1086/707620
10.7910/DVN/UQVN70,10.1086/707793
10.7910/DVN/D4IDA9,10.1086/699338
10.7910/DVN/XONPX2,10.1086/704699
10.7910/DVN/1CKNTW,10.1086/706890
10.7910/DVN/UAWGPU,10.1086/689287
10.7910/DVN/NP4R7H,10.1017/s0022381613000595
